county_id,site_id,county,is_changed,site,street,city,zip,lat,lng
63,200,MOORE,1,MOORE COUNTY BOARD OF ELECTIONS OFFICE,700 PINEHURST AVE,CARTHAGE,28327,35.337192,-79.415243
64,201,NASH,1,BOARD OF ELECTIONS AUDITORIUM,1006 EASTERN AVE,NASHVILLE,27856,35.971985,-77.946916
64,202,NASH,1,BRASWELL MEMORIAL LIBRARY,727 N GRACE ST,ROCKY MOUNT,27804,35.949135,-77.796251
65,203,NEW HANOVER,1,CAPE FEAR COMMUNITY COLLEGE-HEALTH SCIENCES LEARNING RESOURCE CENTER,415 2ND ST N,WILMINGTON,28401,34.240746,-77.948253
65,204,NEW HANOVER,1,CAROLINA BEACH TOWN HALL,1121 N LAKE PARK BLVD,CAROLINA BEACH,28428,34.045261,-77.899336
65,205,NEW HANOVER,1,NEW HANOVER COUNTY BOARD OF ELECTIONS OFFICE,230 GOVERNMENT CENTER DR # 34,WILMINGTON,28403,34.241536,-77.866965
65,206,NEW HANOVER,1,NORTHEAST LIBRARY,1241 MILITARY CUTOFF RD,WILMINGTON,28405,34.23291,-77.828241
65,207,NEW HANOVER,1,SENIOR CTR,2222 S COLLEGE RD,WILMINGTON,28403,34.199197,-77.891582
66,208,NORTHAMPTON,1,COOL SPRING COMMUNITY CENTER,101 CHERRY ST,GASTON,27832,36.499413,-77.65427
66,209,NORTHAMPTON,1,NORTHAMPTON COUNTY BOARD OF ELECTIONS OFFICE,9495 NC HWY 305 HWY,JACKSON,27845,36.412021,-77.436499
67,210,ONSLOW,1,COMMONS REC CENTER,100 RECREATION CIR,JACKSONVILLE,28546,34.793825,-77.398292
67,211,ONSLOW,1,ONSLOW COUNTY BOARD OF ELECTIONS OFFICE,246 GEORGETOWN RD,JACKSONVILLE,28540,34.742454,-77.447574
68,212,ORANGE,1,CARRBORO TOWN HALL,301 W MAIN ST,CARRBORO,27510,35.91139,-79.077725
68,213,ORANGE,1,CHAPEL OF THE CROSS,304 E FRANKLIN ST,CHAPEL HILL,27514,35.9146,-79.050048
68,214,ORANGE,1,EFLAND RURITAN CLUB BUILDING,3009 FORREST AVE,EFLAND,27243,36.081139,-79.163824
68,215,ORANGE,1,ORANGE COUNTY BOARD OF ELECTIONS OFFICE,208 S CAMERON ST,HILLSBOROUGH,27278,36.073349,-79.096675
68,216,ORANGE,1,SEYMOUR CENTER,2551 HOMESTEAD RD,CHAPEL HILL,27516,35.950684,-79.063369
69,217,PAMLICO,0,PAMLICO COUNTY BOARD OF ELECTIONS OFFICE,202 MAIN ST,BAYBORO,28515,35.143244,-76.770984
70,218,PASQUOTANK,0,PASQUOTANK COUNTY BOARD OF ELECTIONS OFFICE,1409 PARKVIEW DR,ELIZABETH CITY,27909,36.284141,-76.207335
71,219,PENDER,1,CAPE FEAR COMMUNITY COLLEGE,621 NC HWY 210 E,HAMPSTEAD,28443,34.372919,-77.718695
71,220,PENDER,1,LONG CREEK VOLUNTEER FIRE DEPARTMENT,227 SCOTT RD,ROCKY POINT,28457,34.440205,-77.982774
71,221,PENDER,1,PENDER COUNTY ANNEX BUILDING,15060 US HWY 17,HAMPSTEAD,28443,34.370936,-77.706115
71,222,PENDER,1,PENDER COUNTY BOARD OF ELECTIONS OFFICE,807 S WALKER ST,BURGAW,28425,34.543868,-77.91534
71,223,PENDER,1,SHILOH VOLUNTEER FIRE DEPARTMENT,19170 US HWY 421,WATHA,28478,34.595775,-78.100802
72,224,PERQUIMANS,0,PERQUIMANS COUNTY BOARD OF ELECTIONS OFFICE,601 S EDENTON ROAD RD # A,HERTFORD,27944,36.178626,-76.474406
73,225,PERSON,1,PERSON COUNTY BOARD OF ELECTIONS OFFICE,331 S MORGAN ST,ROXBORO,27573,36.396017,-78.994169
74,226,PITT,1,AG CENTER,403 GOVERNMENT CIR,GREENVILLE,27834,35.639625,-77.360575
74,227,PITT,1,COMMUNITY SCHOOLS BUILDING,4561 COUNTY HOME RD,GREENVILLE,27858,35.54918,-77.349072
74,228,PITT,1,COUNTY OFFICE BUILDING,1717 W 5TH ST,GREENVILLE,27834,35.611229,-77.398243
74,229,PITT,1,"WILLIS BUILDING, ECU",300 E 1ST ST,GREENVILLE,27858,35.614423,-77.369319
74,230,PITT,1,WINTERVILLE FIRE STATION,2593 RAILROAD ST,WINTERVILLE,28590,35.52837,-77.401565
75,231,POLK,1,POLK COUNTY BOARD OF ELECTIONS OFFICE,40 COURTHOUSE ST,COLUMBUS,28722,35.251583,-82.198276
76,232,RANDOLPH,1,ARCHDALE COMMUNITY SERVICES BUILDING,213 BALFOUR DR,ARCHDALE,27263,35.900797,-79.958122
76,233,RANDOLPH,1,FRANKLINVILLE UNITED METHODIST CHURCH,227 W MAIN ST,FRANKLINVILLE,27248,35.743951,-79.695242
76,234,RANDOLPH,1,NORTHGATE PLAZA,1463 N FAYETTEVILLE ST,ASHEBORO,27203,35.73507,-79.808375
76,235,RANDOLPH,1,RANDLEMAN COMMUNITY CENTER,144 W ACADEMY ST,RANDLEMAN,27317,35.818795,-79.805835
77,236,RICHMOND,1,COOPERATIVE EXTENSION OFFICE,123 CAROLINE ST,ROCKINGHAM,28379,34.939306,-79.777748
78,237,ROBESON,1,FAIRMONT FIRE HALL/SENIOR CITIZEN CENTER,421 S MAIN ST,FAIRMONT,28340,34.494386,-79.113837
78,238,ROBESON,1,GILBER PATTERSON LIBRARY,210 N FLORENCE ST,MAXTON,28364,34.739701,-79.349399
78,239,ROBESON,1,PEMBROKE LIBRARY,413 BLAINE ST,PEMBROKE,28372,34.676159,-79.193097
78,240,ROBESON,1,RED SPRINGS COMMUNITY CENTER,122 CROSS ST,RED SPRINGS,28377,34.814324,-79.18158
78,241,ROBESON,1,ROBESON COUNTY BOARD OF ELECTIONS OFFICE,800 N WALNUT ST,LUMBERTON,28358,34.622754,-79.005628
78,242,ROBESON,1,ST. PAULS TOWN HALL,210 W BLUE ST,ST PAULS,28384,34.806086,-78.973412
79,243,ROCKINGHAM,1,EDEN LIBRARY,598 S PIERCE ST,EDEN,27288,36.494226,-79.736
79,244,ROCKINGHAM,1,MADISON MAYODAN LIBRARY,611 BURTON ST,MADISON,27025,36.400545,-79.972574
79,245,ROCKINGHAM,1,ROCKINGHAM COUNTY BOARD OF ELECTIONS OFFICE,240 CHEROKEE CAMP RD # 1,REIDSVILLE,27320,36.39347,-79.749917
79,246,ROCKINGHAM,1,SALVATION ARMY COMMUNITY CENTER,708 BARNES ST,REIDSVILLE,27320,36.353148,-79.656842
80,247,ROWAN,1,MAILED,1935 W JAKE ALEXANDER BLVD # D10,SALISBURY,28147,35.691551,-80.515192
80,248,ROWAN,1,ROCKWELL AMERICAN LEGION BUILDING,8580 US HWY 52,ROCKWELL,28138,35.565507,-80.418345
80,249,ROWAN,1,ROWAN COUNTY BOARD OF ELECTIONS OFFICE,1935 JAKE ALEXANDER BLVD W # D10,SALISBURY,28147,35.691551,-80.515192
80,250,ROWAN,1,SOUTH BRANCH ROWAN PUBLIC LIBRARY,920 KIMBALL RD,CHINA GROVE,28023,35.565406,-80.600987
81,251,RUTHERFORD,1,COUNTY ANNEX BUILDING,289 N MAIN ST,RUTHERFORDTON,28139,35.37092,-81.957529
81,252,RUTHERFORD,1,RUTHERFORD COUNTY BOARD OF ELECTIONS OFFICE,298 FAIRGROUND RD,SPINDALE,28160,35.347036,-81.908106
82,253,SAMPSON,1,GARLAND TOWN HALL,190 S CHURCH ST,GARLAND,28441,34.784315,-78.397299
82,254,SAMPSON,1,NEWTON GROVE FIRE STATION,313 WEEKSDALE ST,NEWTON GROVE,28366,35.245146,-78.358097
82,255,SAMPSON,1,SAMPSON COUNTY BOARD OF ELECTIONS OFFICE,120 COUNTY COMPLEX RD # F,CLINTON,28328,34.979005,-78.29454
83,256,SCOTLAND,0,SCOTLAND COUNTY ANNEX BUILDING CONFERENCE ROOM,231 E CRONLY ST,LAURINBURG,28352,34.774638,-79.459863
84,257,STANLY,1,STANLY COUNTY BOARD OF ELECTIONS OFFICE,1000 N FIRST ST # AUD,ALBEMARLE,28001,35.365845,-80.19769
85,258,STOKES,0,KING PUBLIC LIBRARY,101 PILOT VIEW DR,KING,27021,36.282247,-80.364256
85,259,STOKES,0,STOKES COUNTY BOARD OF ELECTIONS OFFICE,1012 MAIN ST,DANBURY,27016,36.4135,-80.216326
85,260,STOKES,0,WALNUT COVE FIRE DEPARTMENT,527 N MAIN ST,WALNUT COVE,27052,36.299239,-80.142073
86,261,SURRY,1,HUMAN SERVICES BUILDING,1218 STATE ST,MOUNT AIRY,27030,36.477812,-80.621041
86,262,SURRY,1,SURRY COUNTY BOARD OF ELECTIONS OFFICE,195 E ATKINS ST,DOBSON,27017,36.395987,-80.72153
87,263,SWAIN,0,BIRDTOWN RECREATION CENTER,1212 BIRDTOWN RD,CHEROKEE,28719,35.468719,-83.351574
87,264,SWAIN,0,SWAIN COUNTY BOARD OF ELECTIONS OFFICE,1422 HWY 19 SOUTH,BRYSON CITY,28713,35.415245,-83.465356
88,265,TRANSYLVANIA,1,TRANSYLVANIA COUNTY BOARD OF ELECTIONS OFFICE,150 S GASTON ST # A,BREVARD,28712,35.231357,-82.73485
89,266,TYRRELL,0,TYRRELL COUNTY BOARD OF ELECTIONS OFFICE,403 MAIN ST,COLUMBIA,27925,35.917551,-76.251872
90,267,UNION,1,"GRIFFIN ROOM, UNION COUNTY PUBLIC LIBRARY",316 E WINDSOR ST # A,MONROE,28112,34.980968,-80.545852
90,268,UNION,1,HEMBY BRIDGE VFD,6628 MILL GROVE RD,INDIAN TRAIL,28079,35.115833,-80.619379
90,269,UNION,1,MINERAL SPRINGS VFD,5804 WAXHAW HWY,MONROE,28112,34.939457,-80.667123
90,270,UNION,1,STALLINGS VFD,4616 OLD MONROE RD,INDIAN TRAIL,28079,35.065202,-80.674349
90,271,UNION,1,WESLEY CHAPEL VFD,8821 NEW TOWN RD,WAXHAW,28173,34.98856,-80.785193
90,272,UNION,1,WESLEY CHAPEL VFD (MAIN),315 WAXHAW INDIAN TRAIL RD S,WAXHAW,28173,34.994836,-80.69935
90,273,UNION,1,WINGATE COMMUNITY CENTER,315 W ELM ST,WINGATE,28174,34.985334,-80.459187
91,274,VANCE,1,HENDERSON OPERATIONS CENTER,900 S BECKFORD DR,HENDERSON,27536,36.335556,-78.431687
91,275,VANCE,1,VANCE COUNTY BOARD OF ELECTIONS OFFICE,300 S GARNETT ST,HENDERSON,27536,36.325955,-78.40493
92,276,WAKE,1,AP - APEX COMMUNITY CENTER,53 HUNTER ST,APEX,27502,35.733734,-78.846419
92,277,WAKE,1,CA - HERBERT C YOUNG COMMUNITY CENTER,101 WILKINSON AVE,CARY,27513,35.790667,-78.780469
92,278,WAKE,1,CH - CHAVIS COMMUNITY CENTER,505 MARTIN LUTHER KING JR BLVD,RALEIGH,27601,35.769329,-78.629177
92,279,WAKE,1,KD - KNIGHTDALE RECREATION CENTER,102 LAWSON RIDGE RD,KNIGHTDALE,27545,35.809529,-78.482035
92,280,WAKE,1,LL - LAKE LYNN COMMUNITY CENTER,7921 RAY RD,RALEIGH,27613,35.887567,-78.699021
92,281,WAKE,1,NR - NORTHERN REGIONAL CENTER,350 E HOLDING AVE,WAKE FOREST,27587,35.970067,-78.510975
92,282,WAKE,1,OP - OPTIMIST COMMUNITY CENTER,5900 WHITTIER DR,RALEIGH,27609,35.862367,-78.644091
92,283,WAKE,1,TA - NCSU TALLEY STUDENT CENTER,2610 CATES AVE,RALEIGH,27606,35.783968,-78.671099
92,284,WAKE,1,WA - WAKE TECH COMMUNITY COLLEGE,9101 FAYETTEVILLE RD,RALEIGH,27603,35.65085,-78.703947
92,285,WAKE,1,WAKE COUNTY BOARD OF ELECTIONS OFFICE,337 S SALISBURY ST,RALEIGH,27601,35.775885,-78.640007
93,286,WARREN,0,WARREN COUNTY BOARD OF ELECTIONS OFFICE,309 N MAIN ST,WARRENTON,27589,36.403072,-78.15393
94,287,WASHINGTON,0,WASHINGTON COUNTY BOARD OF ELECTIONS OFFICE,116 ADAMS ST,PLYMOUTH,27962,35.86723,-76.748968
95,288,WATAUGA,1,ASU STUDENT UNION,263 LOCUST ST,BOONE,28608,36.2148,-81.678921
95,289,WATAUGA,1,BLOWING ROCK TOWN HALL,1036 MAIN ST,BLOWING ROCK,28605,36.133573,-81.67849
95,290,WATAUGA,1,DEEP GAP FIRE DEPT,6583 OLD 421 SOUTH,DEEP GAP,28618,36.242459,-81.53689
95,291,WATAUGA,1,MEAT CAMP FIRE DEPARTMENT,4797 NC HWY 194 N,BOONE,28607,36.272859,-81.650982
95,292,WATAUGA,1,WATAUGA COUNTY ADMINISTRATION BUILDING,814 W KING ST,BOONE,28607,36.220235,-81.686237
95,293,WATAUGA,1,WESTERN WATAUGA COMM. CENTER,1081 OLD US HWY 421,SUGAR GROVE,28679,36.266065,-81.783085
96,294,WAYNE,1,HARMONY LODGE #340,108 SW RAILROAD ST,PIKEVILLE,27863,35.49672,-77.9838
96,295,WAYNE,1,LIBRARY,1001 ASH ST,GOLDSBORO,27530,35.381895,-77.980244
96,296,WAYNE,1,MOUNT OLIVE CIVIC CENTER,110 W MAIN ST,MT OLIVE,28365,35.196299,-78.067477
96,297,WAYNE,1,WAYNE COMMUNITY COLLEGE,3000 WAYNE MEMORIAL DR,GOLDSBORO,27534,35.403054,-77.945893
97,298,WILKES,1,MILLERS CREEK FIRE DEPARTMENT,5132 BOONE TRL,MILLERS CREEK,28651,36.187372,-81.234792
97,299,WILKES,1,PLEASANT HILL FIRE DEPARTMENT,1069 AUSTIN TRAPHILL RD,ELKIN,28621,36.259541,-80.891557
97,300,WILKES,1,WILKES COUNTY BOARD OF ELECTIONS OFFICE,110 NORTH ST,WILKESBORO,28697,36.149066,-81.152333
98,301,WILSON,1,LIDA BLALOCK BUILDING,1801 GLENDALE DR,WILSON,27893,35.716534,-77.944774
98,302,WILSON,1,WILSON COUNTY BOARD OF ELECTIONS OFFICE,112 DOUGLAS ST E,WILSON,27893,35.724502,-77.908287
99,303,YADKIN,0,YADKIN COUNTY BOARD OF ELECTIONS OFFICE,213 E ELM ST # 100,YADKINVILLE,27055,36.134209,-80.657966
100,304,YANCEY,1,YANCEY COUNTY BOARD OF ELECTIONS OFFICE,30 EAST US HWY 19E BY PASS # 2,BURNSVILLE,28714,35.91525,-82.296832
